,da_number,wb_area_sum_2500m,wb_gnis_name_ind_count_2500m,wb_ftype_artificialpath_2500m,wb_ftype_canalditch_2500m,wb_ftype_coastline_2500m,wb_ftype_connector_2500m,wb_ftype_pipeline_2500m,wb_ftype_streamriver_2500m,fl_areasqkm_sum_2500m,fl_gnis_name_ind_count_2500m,fl_totdasqkm_sum_2500m,fl_flow_type_count_2500m,fl_streamorde_sum_2500m,fl_intephem_sum_2500m,fl_startflag_sum_2500m,fl_divergence_sum_2500m,fl_length_sum_2500m,fl_ftype_artificialpath_2500m,fl_ftype_canalditch_2500m,fl_ftype_coastline_2500m,fl_ftype_connector_2500m,fl_ftype_pipeline_2500m,fl_ftype_streamriver_2500m,wb_area_sum_200m,wb_gnis_name_ind_count_200m,wb_ftype_artificialpath_200m,wb_ftype_canalditch_200m,wb_ftype_coastline_200m,wb_ftype_connector_200m,wb_ftype_pipeline_200m,wb_ftype_streamriver_200m,fl_areasqkm_sum_200m,fl_gnis_name_ind_count_200m,fl_totdasqkm_sum_200m,fl_flow_type_count_200m,fl_streamorde_sum_200m,fl_intephem_sum_200m,fl_startflag_sum_200m,fl_divergence_sum_200m,fl_length_sum_200m,fl_ftype_artificialpath_200m,fl_ftype_canalditch_200m,fl_ftype_coastline_200m,fl_ftype_connector_200m,fl_ftype_pipeline_200m,fl_ftype_streamriver_200m
3482,MVN-2016-00640-SR,0.0,0,0,0,0,0,0,0,33.0561,3,87.7167,3,4,0,0,0,0.0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3483,MVN-2016-00642-SY,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3484,MVN-2016-00644-SA,0.858,0,0,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3485,MVN-2016-00645-CE,17.136,0,0,0,0,0,0,3,10.8297,12,9569.0664,12,21,0,1,0,,4,4,0,0,0,4,10.809,0,0,0,0,0,1,0,1.386,1,4715.8407,1,6,0,0,0,,1,0,0,0,0,0
3486,MVN-2016-00650-SJ,0.0,0,0,0,0,0,0,0,21.2976,7,588.4398,7,11,3,3,0,0.0,1,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3487,MVN-2016-00652-SQ,0.0,0,0,0,0,0,0,0,11.1465,9,2637.9225,9,34,1,1,2,0.0,4,0,0,0,0,5,0.0,0,0,0,0,0,0,0,3.4263,1,340.1532,1,4,0,0,0,0.0,1,0,0,0,0,0
3488,MVN-2016-00654-SA,0.0,0,0,0,0,0,0,0,7.785,2,10.0989,2,2,1,1,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3489,MVN-2016-00660-SG,133.049,1,0,0,0,0,0,3,0.0,12,0.0,12,0,0,0,0,,0,12,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3490,MVN-2016-00662-WLL,32.579,0,0,0,0,0,0,1,59.1219,12,2642.2893,12,17,1,2,0,,5,2,0,0,0,5,0.0,0,0,0,0,0,0,0,1.1754,1,805.2561,1,4,0,0,0,0.0,1,0,0,0,0,0
3491,MVN-2016-00677-ST,212.006,0,0,3,0,0,0,3,10.6659,4,10.944,4,2,1,1,0,,0,0,0,0,0,4,210.518,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3492,MVN-2016-00691-SJ,1647.764,0,0,1,0,0,0,0,14.8392,6,79.7157,6,10,0,2,0,,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3493,MVN-2016-00701-SA,0.0,0,0,0,0,0,0,0,9.8379,2,16.0362,2,2,1,1,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3494,MVN-2016-00703-EBB,0.036,0,0,1,0,0,0,0,10.8792,5,486.2808,5,14,2,2,0,,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3495,MVN-2016-00710-XX,16.472,0,0,4,0,0,0,2,23.1696,8,23.1696,8,1,0,1,0,,0,8,0,0,0,0,15.934,0,0,0,0,0,1,0,0.0,1,0.0,1,0,0,0,0,,0,1,0,0,0,0
3496,MVN-2016-00713-SR,23.4,1,0,3,0,0,0,3,5.8059,5,35669.6973,5,27,0,0,0,,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3497,MVN-2016-00726-SJ,0.052,0,0,1,0,0,0,0,14.4045,5,223.4538,5,12,2,2,0,,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3498,MVN-2016-00728-SQ,20.107,0,0,0,0,0,0,2,10.2609,12,11534638.45,12,26,0,1,0,,9,2,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3499,MVN-2016-00745-SG,0.804,0,0,8,0,0,0,0,5.3388,2,2880825.018,2,10,0,0,0,,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3500,MVN-2016-00747-ST,0.0,0,0,0,0,0,0,0,6.7482,5,7.1496,5,5,5,4,0,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.4014,1,0.4014,1,1,1,1,0,0.0,0,0,0,0,0,1
3501,MVN-2016-00766-SJ,0.0,0,0,0,0,0,0,0,11.4012,7,338.4234,7,18,4,2,0,0.0,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3502,MVN-2016-00772-SG,0.1,0,0,3,0,0,0,0,21.1815,5,2880766.246,5,12,4,2,0,,1,0,0,0,0,4,0.0,0,0,0,0,0,0,0,2.1906,1,2.1906,1,1,1,1,0,0.0,0,0,0,0,0,1
3503,MVN-2016-00788-SY,0.0,0,0,0,0,0,0,0,16.5708,1,106.5681,1,3,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3504,MVN-2016-00789-XX,274.776,1,0,2,0,0,0,3,43.4124,16,68.6601,16,10,0,2,3,,8,7,0,0,0,1,1.121,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3505,MVN-2016-00800-SQ,1438.605,0,0,0,0,0,0,3,271.8252,5,271.8252,5,1,0,1,0,,1,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3506,MVN-2016-00809-SG,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3507,MVN-2016-00816-SG,209.65,0,0,3,0,0,0,1,0.0,18,0.0,18,0,0,0,0,,0,18,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0.0,2,0,0,0,0,0.0,0,2,0,0,0,0
3508,MVN-2016-00824-ST,0.061,0,0,1,0,0,0,0,14.2137,10,20.2545,10,7,2,3,0,,0,4,0,0,0,6,0.0,0,0,0,0,0,0,0,3.2139,2,4.599,2,2,0,1,0,0.0,0,0,0,0,0,2
3509,MVN-2016-00825-SJ,12.43,0,0,1,0,1,0,2,11.7855,3,2076.1947,3,11,0,0,0,,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3510,MVN-2016-00828-SY,0.0,0,0,0,0,0,0,0,40.7268,3,270.6291,3,7,0,0,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3511,MVN-2016-00839-ST,0.0,0,0,0,0,0,0,0,5.9715,6,2880860.779,6,10,0,0,0,0.0,1,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3512,MVN-2016-00841-CD,409.522,0,0,0,0,0,0,2,0.0,8,0.0,8,0,0,0,0,,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,1,0,0,0,0
3513,MVN-2016-00843-SQ,0.0,0,0,0,0,0,0,0,6.4179,1,2880949.719,1,10,0,0,0,0.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3514,MVN-2016-00846-SK,0.0,0,0,0,0,0,0,0,22.8951,6,2881390.388,6,10,0,0,0,0.0,1,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3515,MVN-2016-00849-CM,0.0,0,0,0,0,0,0,0,26.406,6,154.764,6,12,1,1,0,0.0,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3516,MVN-2016-00850-SA,0.016,0,0,1,0,0,0,0,9.1467,6,10.0746,6,6,3,5,0,,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3517,MVN-2016-00853-XX,257.693,0,0,1,0,0,0,3,43.4124,14,68.6601,14,10,0,2,3,,8,5,0,0,0,1,15.285,0,0,0,0,0,1,0,1.2951,1,1.2951,1,1,0,1,0,,0,0,0,0,0,1
3518,MVN-2016-00862-SR,0.039,0,0,1,0,0,0,0,56.5074,7,12800.1978,7,32,0,0,0,,3,0,0,0,0,4,0.0,0,0,0,0,0,0,0,27.5526,1,2065.059,1,5,0,0,0,0.0,0,0,0,0,0,1
3519,MVN-2016-00864-SQ,540.335,0,0,0,0,0,0,1,5.3298,19,528.9489,19,24,0,0,3,,0,18,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3520,MVN-2016-00876-MG,17.478,0,0,1,0,0,0,2,10.8531,6,25412.2281,6,24,0,0,1,,4,0,0,0,0,2,3.161,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3521,MVN-2016-00881-CD,675.691,1,0,0,0,0,0,2,19.008,14,15917.2281,14,33,0,4,0,,7,0,0,0,0,7,93.312,1,0,0,0,0,1,0,1.9818,1,4762.1466,1,3,0,0,0,,1,0,0,0,0,0
3522,MVN-2016-00889-SR,0.0,0,0,0,0,0,0,0,18.4977,4,242.4123,4,6,1,1,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3523,MVN-2016-00894-SQ,0.0,0,0,0,0,0,0,0,26.6445,4,649.5363,4,9,0,0,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,9.954,1,291.1608,1,3,0,0,0,0.0,0,0,0,0,0,1
3524,MVN-2016-00895-SG,88.132,1,0,0,0,0,0,2,0.0,17,0.0,17,0,0,0,0,,0,17,0,0,0,0,88.031,1,0,0,0,0,1,0,0.0,6,0.0,6,0,0,0,0,,0,6,0,0,0,0
3525,MVN-2016-00904-SQ,599.515,0,0,0,0,0,0,4,25.9137,16,14362.353,16,31,1,3,0,,6,4,0,0,0,6,10.809,0,0,0,0,0,1,0,2.5911,3,4781.3247,3,12,0,0,0,,2,0,0,0,0,1
3526,MVN-2016-00908-CA,0.0,0,0,0,0,0,0,0,9.4167,4,11.3157,4,4,1,2,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3527,MVN-2016-00910-ST,0.043,0,0,3,0,0,0,0,27.5544,2,2880701.042,2,11,0,1,0,,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3528,MVN-2016-00915-SG,1423.976,0,0,1,0,0,0,2,18.1908,12,703.8,12,16,0,0,3,,0,4,0,0,0,8,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3529,MVN-2016-00930-EG,215.221,1,0,2,0,0,0,3,0.0,14,0.0,14,0,0,0,0,,0,14,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3530,MVN-2016-00932-SK,193.571,1,0,5,0,0,0,3,19.8864,24,195.9921,24,28,0,1,3,,14,2,0,0,0,8,165.464,0,0,0,0,0,2,0,0.5958,2,18.4086,2,1,0,0,0,,1,1,0,0,0,0
3531,MVN-2016-00948-SK,0.014,0,0,1,0,0,0,0,6.075,2,18.8325,2,3,0,1,0,,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3532,MVN-2016-00949-SG,1.972,0,0,1,0,0,0,1,16.5735,5,1055.3886,5,9,1,2,0,,2,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3533,MVN-2016-00953-SR,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3534,MVN-2016-00963-SG,0.257,0,0,0,0,0,0,1,3.0582,4,621.9018,4,4,0,0,0,,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3535,MVN-2016-00966-SD,35.259,0,0,0,0,0,0,3,84.1779,8,1860.6312,8,15,0,2,0,,4,1,0,0,0,3,0.0,0,0,0,0,0,0,0,0.3573,1,599.4864,1,3,0,0,0,0.0,1,0,0,0,0,0
3536,MVN-2016-00975-SG,0.014,0,0,1,0,0,0,0,15.6249,6,23.5485,6,7,5,4,0,,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,4.0005,1,4.0005,1,1,1,1,0,0.0,0,0,0,0,0,1
3537,MVN-2016-00977-CD,479.447,0,0,9,0,0,0,1,0.0,22,0.0,22,0,0,0,0,,0,22,0,0,0,0,479.247,0,0,1,0,0,1,0,0.0,1,0.0,1,0,0,0,0,,0,1,0,0,0,0
3538,MVN-2016-00989-SQ,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3539,MVN-2016-00994-SK,22.309,0,0,0,0,0,0,2,17.5095,6,1090.1358,6,17,0,0,0,,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3540,MVN-2016-00995-WRR,0.0,0,0,0,0,0,0,0,25.2495,2,2419.3611,2,7,0,0,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,7.9776,1,2173.3128,1,5,0,0,0,0.0,0,0,0,0,0,1
3541,MVN-2016-01001-ST,2.959,0,0,0,0,0,0,1,2.8539,9,4.626,9,2,0,1,0,,0,7,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3542,MVN-2016-01006-SJ,26.623,0,0,0,0,0,0,4,39.0672,3,2881439.854,3,10,0,0,0,,1,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3543,MVN-2016-01012-SR,0.0,0,0,0,0,0,0,0,22.1562,3,8030.0502,3,12,0,0,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,13.392,1,4021.7211,1,5,0,0,0,0.0,0,0,0,0,0,1
3544,MVN-2016-01013-CO,1221.456,0,0,0,0,0,0,5,45.9864,6,1300.0401,6,6,0,0,0,,2,3,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3545,MVN-2016-01014-WJJ,20.196,0,0,2,0,0,0,3,40.8915,2,16424.1747,2,12,0,0,0,,2,0,0,0,0,0,13.307,0,0,1,0,0,0,0,19.692,1,8201.4876,1,6,0,0,0,,1,0,0,0,0,0
3546,MVN-2016-01017-ST,1.113,0,0,1,0,0,0,2,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3547,MVN-2016-01019-SK,1647.764,0,0,1,0,0,0,0,44.7867,6,135.1602,6,10,0,1,0,,3,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3548,MVN-2016-01024-SB,0.019,0,0,1,0,0,0,0,19.3725,3,54.5598,3,4,1,1,0,,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3549,MVN-2016-01029-SJ,73.931,0,0,1,0,0,0,4,81.9972,3,1127.3652,3,6,1,0,0,,2,0,0,0,0,1,34.833,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3550,MVN-2016-01032-SG,0.054,0,0,1,0,0,0,0,20.268,2,2880902.048,2,11,1,1,0,,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3551,MVN-2016-01034-SA,4.797,0,0,0,0,0,0,1,57.1167,8,5761536.851,8,26,1,2,0,,3,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,1,0,0,0.0,0,0,0,0,0,1
3552,MVN-2016-01035-SB,34.919,0,0,1,0,0,0,1,7.7031,7,338.9247,7,5,3,0,0,,0,4,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3553,MVN-2016-01037-CA,105.681,0,0,0,0,0,0,4,0.0,8,0.0,8,0,0,0,0,,0,6,0,0,0,2,47.183,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3554,MVN-2016-01053-SK,0.029,0,0,1,0,0,0,0,16.2369,9,99.8073,9,16,4,1,0,,0,0,0,0,0,9,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3555,MVN-2016-01055-SG,0.473,0,0,2,0,0,0,0,16.9875,9,140.0355,9,15,0,3,0,,3,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.1719,1,3.3732,1,2,0,0,0,0.0,0,0,0,0,0,1
3556,MVN-2016-01057-WPP,234.089,0,0,13,0,0,0,1,19.8333,17,79.0767,17,13,0,3,0,,6,3,0,0,0,8,233.388,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3557,MVN-2016-01061-SG,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3558,MVN-2016-01064-SJ,0.058,0,0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3559,MVN-2016-01067-EV,0.083,0,0,2,0,0,0,0,11.7972,1,2880943.146,1,10,0,0,0,,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3560,MVN-2016-01071-SA,195.643,1,0,6,0,0,0,4,18.5967,26,179.6841,26,29,0,2,2,,15,3,0,0,0,8,184.377,0,0,0,0,0,2,0,2.0628,1,27.891,1,2,0,0,0,,1,0,0,0,0,0
3561,MVN-2016-01077-SK,115.219,0,0,0,0,0,0,1,0.0,8,0.0,8,0,0,0,0,,0,8,0,0,0,0,115.219,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3562,MVN-2016-01078-SG,6.092,0,0,0,0,0,0,1,71.3907,8,150.8013,8,2,0,0,0,,2,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3563,MVN-2016-01085-SB,1030.571,0,0,0,0,0,0,2,1.4517,31,508.0536,31,2,0,0,0,,0,31,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3564,MVN-2016-01088-ST,0.019,0,0,2,0,0,0,0,20.2707,5,443.3931,5,13,3,1,6,,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3565,MVN-2016-01136-SJ,0.133,0,0,1,0,0,0,1,12.4749,4,33.2217,4,4,0,1,0,,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,8.2242,1,9.6561,1,1,0,0,0,0.0,0,0,0,0,0,1
3566,MVN-2016-01140-SG,72.539,0,0,0,0,0,0,1,0.0,15,0.0,15,0,0,0,0,,0,14,0,0,0,1,72.539,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3567,MVN-2016-01142-EG,2.009,0,0,2,0,0,0,1,26.6103,16,4400.8965,16,38,1,1,0,,12,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3568,MVN-2016-01149-CG,124.081,0,0,1,0,0,0,1,5.2011,23,110.6784,23,5,1,0,0,,0,19,0,0,0,4,124.081,0,0,1,0,0,1,0,4.2282,5,69.0057,5,3,0,0,0,,0,3,0,0,0,2
3569,MVN-2016-01154-SG,0.027,0,0,2,0,0,0,0,0.0,7,0.0,7,0,2,0,0,,0,5,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3570,MVN-2016-01156-SR,13.033,0,0,0,0,0,0,2,25.7526,15,28672.4979,15,57,0,0,9,,5,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3571,MVN-2016-01164-SG,0.0,0,0,0,0,0,0,0,0.0,5,0.0,5,0,2,0,0,0.0,0,3,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3572,MVN-2016-01165-SG,0.0,0,0,0,0,0,0,0,8.1225,6,868.0887,6,15,3,0,7,0.0,0,1,0,0,0,5,0.0,0,0,0,0,0,0,0,1.7676,1,172.1376,1,3,0,0,1,0.0,0,0,0,0,0,1
3573,MVN-2016-01169-SB,0.0,0,0,0,0,0,0,0,14.0832,6,5761743.905,6,20,0,0,0,0.0,2,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,1,0,0,0,0
3574,MVN-2016-01179-EV,37.857,1,0,2,0,0,0,3,131.8599,6,131.8599,6,2,0,2,0,,2,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3575,MVN-2016-01198-CG,1216.218,0,0,0,0,0,0,1,6.8535,7,12.5046,7,2,0,0,0,,0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3576,MVN-2016-01201-ES,0.0,0,0,0,0,0,0,0,17.8191,15,3895.9623,15,38,2,2,0,0.0,10,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.6219,1,5.1318,1,1,0,0,0,0.0,0,0,0,0,0,1
3577,MVN-2016-01231-SG,26.092,0,0,0,0,0,0,4,42.282,4,5762882.923,4,20,0,0,0,,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3578,MVN-2016-01236-SG,0.0,0,0,0,0,0,0,0,6.1614,2,6.1614,2,2,2,2,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3579,MVN-2016-01244-SQ,72.562,0,0,1,0,0,0,1,27.4077,3,2880931.349,3,10,0,0,0,,1,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3580,MVN-2016-01251-SD,0.119,0,0,2,0,0,0,0,31.2552,4,2880799.444,4,12,0,2,0,,1,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3581,MVN-2016-01252-SA,540.335,0,0,0,0,0,0,1,34.9596,7,5761764.781,7,21,0,1,0,,2,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3582,MVN-2016-01271-SK,604.309,1,0,2,0,0,0,1,14.328,10,54.8253,10,12,0,1,1,,2,3,0,0,0,5,540.335,0,0,0,0,0,1,0,0.7803,2,15.5196,2,3,0,0,0,,0,2,0,0,0,0
3583,MVN-2016-01272-SY,0.095,0,0,4,0,0,0,0,16.0884,22,31370.4477,22,77,7,3,6,,10,0,0,0,0,12,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3584,MVN-2016-01274-ES,0.029,0,0,1,0,0,0,0,105.6141,4,5762836.573,4,22,0,1,0,,4,0,0,0,0,0,0.029,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3585,MVN-2016-01285-SG,500.377,0,0,0,0,0,0,3,1.3284,8,19.9071,8,2,0,0,0,,1,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3586,MVN-2016-01291-SG,0.0,0,0,0,0,0,0,0,23.7987,7,52.4349,7,10,5,4,0,0.0,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
3587,MVN-2016-01294-EMM,604.309,1,0,2,0,0,0,1,17.7183,13,89.9829,13,16,0,1,1,,3,3,0,0,0,7,540.335,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
3588,MVN-2016-01297-EMM,0.0,0,0,0,0,0,0,0,19.2699,13,1602.7776,13,32,5,4,0,0.0,0,0,0,0,0,13,0.0,0,0,0,0,0,0,0,2.3328,1,2.3328,1,1,1,1,0,0.0,0,0,0,0,0,1
